日期,最高气温,最低气温,天气,风向,风力
2012/7/13,35,26,多云转阵雨,东南风,小于3级
2012/7/14,35,26,多云,南风,小于3级
2012/7/15,35,27,多云转阵雨,南风,小于3级
2012/7/16,34,26,多云转雷阵雨,东南风,小于3级
2012/7/17,34,27,多云转雷阵雨,东南风,小于3级
2012/7/18,34,26,多云,西南风,小于3级
2012/7/19,35,25,多云转晴,西风,小于3级
2012/7/20,35,26,多云转晴,北风,小于3级
2012/7/21,35,26,多云转雷阵雨,西北风,小于3级转3-4级
2012/7/22,32,25,中雨,东风,4-5级
2012/7/23,29,25,大雨转暴雨,东北风,4-5级转5-6级
2012/7/24,28,25,暴雨,东风,4-5级转3-4级
2012/7/25,28,24,暴雨转大雨,东南风,3-4级转小于3级
2012/7/26,28,24,大雨,东风,3-4级转小于3级
2012/7/27,29,25,阵雨,东北风,小于3级
2012/7/28,28,24,阵雨转多云,东北风,小于3级
2012/7/29,33,24,多云,西风,小于3级
2012/7/30,35,24,晴,西北风,小于3级
2012/7/31,36,24,晴,北风,小于3级
2012/8/1,37,26,晴,北风,小于3级
2012/8/2,36,26,晴转多云,北风,小于3级
2012/8/3,33,26,阵雨,西北风,小于3级
2012/8/4,33,25,阵雨,北风,小于3级
2012/8/5,32,25,多云,北风,小于3级
2012/8/6,33,25,多云,北风,小于3级
2012/8/7,35,25,多云,东北风,小于3级
2012/8/8,33,25,多云转雷阵雨,北风,小于3级
2012/8/9,35,25,多云,南风,小于3级
2012/8/10,35,26,多云,西南风,小于3级
2012/8/11,33,26,多云转雷阵雨,西北风,小于3级
2012/8/12,32,25,雷阵雨,北风,小于3级
2012/8/13,31,25,阵雨,东北风,小于3级
2012/8/14,35,25,多云,南风,小于3级
2012/8/15,35,25,多云转雷阵雨,北风,小于3级转3-4级
2012/8/16,32,25,雷阵雨转大雨,东北风,4-5级
2012/8/17,33,25,雷阵雨,东南风,3-4级转小于3级
2012/8/18,33,26,阵雨,西风,小于3级
2012/8/19,35,25,多云,北风,小于3级
2012/8/20,35,26,多云,东北风,小于3级
2012/8/21,34,25,雷阵雨,东北风,小于3级
2012/8/22,33,25,雷阵雨转多云,东北风,小于3级
2012/8/23,35,25,多云,北风,小于3级
2012/8/24,34,25,多云,北风,小于3级
2012/8/25,33,26,多云,北风,3-4级
2012/8/26,35,26,晴,北风,小于3级
2012/8/27,35,24,多云转晴,北风,小于3级
2012/8/28,34,27,晴转多云,北风,小于3级
2012/8/29,34,25,多云,东北风,小于3级
2012/8/30,34,26,多云转雷阵雨,北风,小于3级
2012/8/31,33,25,多云转雷阵雨,东北风,小于3级
2012/9/1,32,25,雷阵雨,东风,小于3级
2012/9/2,31,24,雷阵雨,南风,小于3级
2012/9/3,33,24,雷阵雨转多云,北风,小于3级
2012/9/4,33,25,雷阵雨转多云,东北风,小于3级
2012/9/5,33,24,多云,北风,小于3级
2012/9/6,33,24,多云,西北风,小于3级
2012/9/7,33,24,雷阵雨,西北风,小于3级
2012/9/8,34,24,多云,北风,小于3级
2012/9/9,35,25,多云,南风,小于3级
2012/9/10,34,25,多云,西北风,小于3级
2012/9/11,33,24,多云,南风,小于3级
2012/9/12,31,25,多云转雷阵雨,东北风,小于3级转3-4级
2012/9/13,30,22,阵雨转阴,北风,3-4级
2012/9/14,30,21,多云转晴,东北风,3-4级
2012/9/15,30,20,晴,北风,3-4级
2012/9/16,30,20,晴,北风,3-4级
2012/9/17,31,19,晴,北风,3-4级转小于3级
2012/9/18,31,21,多云,西北风,小于3级
2012/9/19,31,23,多云,北风,小于3级
2012/9/20,30,23,多云,西北风,小于3级
2012/9/21,32,23,多云,东北风,小于3级
2012/9/22,32,23,多云转阵雨,南风,小于3级
2012/9/23,31,25,多云,南风,小于3级
2012/9/24,31,24,多云,西南风,小于3级
2012/9/25,31,23,多云,北风,小于3级
2012/9/26,31,23,多云,东北风,小于3级
2012/9/27,32,23,晴,北风,3-4级
2012/9/28,30,22,晴,北风,3-4级
2012/9/29,30,20,晴,西北风,3-4级转小于3级
2012/9/30,30,19,晴,北风,3-4级
2012/10/1,30,19,晴,北风,3-4级
2012/10/2,31,18,晴,北风,小于3级
2012/10/3,31,19,晴,北风,小于3级
2012/10/4,31,20,晴,北风,小于3级
2012/10/5,31,19,晴,北风,小于3级
2012/10/6,31,20,晴,西北风,小于3级
2012/10/7,31,22,晴,北风,小于3级
2012/10/8,31,22,晴,西北风,小于3级
2012/10/9,31,20,晴,北风,小于3级
2012/10/10,30,21,晴,北风,小于3级
2012/10/11,30,17,晴,北风,小于3级
2012/10/12,31,18,晴,北风,小于3级
2012/10/13,30,19,晴,北风,小于3级
2012/10/14,30,21,晴,北风,小于3级
2012/10/15,31,22,晴,北风,小于3级
2012/10/16,28,21,多云转阴,北风,小于3级转3-4级
2012/10/17,28,18,多云转晴,北风,3-4级转小于3级
2012/10/18,28,18,多云转晴,北风,3-4级转小于3级
2012/10/19,29,18,晴,西风,小于3级
2012/10/20,29,18,晴,西北风,小于3级
2012/10/21,29,19,晴,北风,小于3级
2012/10/22,29,19,多云,北风,3-4级
2012/10/23,30,19,晴,西南风,小于3级
2012/10/24,30,19,晴,北风,小于3级
2012/10/25,30,20,晴,北风,小于3级
2012/10/26,28,22,多云转阵雨,北风,小于3级
2012/10/27,28,22,阴转多云,东北风,小于3级
2012/10/28,29,21,多云,北风,小于3级
2012/10/29,24,18,多云转大雨,北风,小于3级转3-4级
2012/10/30,22,16,阴转多云,北风,3-4级
2012/10/31,24,13,晴,北风,3-4级转小于3级
2012/11/1,25,12,晴,北风,小于3级
2012/11/2,26,14,晴转多云,北风,小于3级
2012/11/3,25,17,阴转多云,北风,小于3级转3-4级
2012/11/4,25,16,多云转晴,东北风,小于3级
2012/11/5,26,15,多云转晴,北风,小于3级
2012/11/6,26,17,晴转多云,北风,小于3级
2012/11/7,25,18,多云,东南风,小于3级
2012/11/8,26,21,多云,东风,小于3级
2012/11/9,27,22,多云转小雨,南风,小于3级转3-4级
2012/11/10,22,16,小雨,北风,3-4级
2012/11/11,23,15,多云,北风,3-4级转小于3级
2012/11/12,23,16,多云,北风,小于3级
2012/11/13,27,15,晴,北风,小于3级
2012/11/14,27,18,多云,南风,小于3级
2012/11/15,25,19,多云转大雨,北风,小于3级
2012/11/16,20,15,大雨转阴,北风,3-4级
2012/11/17,22,14,多云,北风,小于3级
2012/11/18,23,16,多云,北风,小于3级
2012/11/19,26,19,多云,北风,小于3级
2012/11/20,24,19,小雨,东风,小于3级
2012/11/21,26,20,小雨,东风,小于3级
2012/11/22,23,16,小雨转中雨,东南风,小于3级转3-4级
2012/11/23,22,13,多云,北风,小于3级
2012/11/24,21,15,阴,东北风,小于3级
2012/11/25,18,13,中雨,西北风,3-4级
2012/11/26,15,11,中雨转小雨,北风,4-5级转3-4级
2012/11/27,15,11,小雨转中雨,北风,小于3级
2012/11/28,16,13,暴雨转中雨,北风,小于3级
2012/11/29,18,15,小雨,东北风,小于3级
2012/11/30,19,16,小雨,北风,小于3级
2012/12/1,16,13,中雨转小雨,北风,3-4级转小于3级
2012/12/2,16,11,多云转小雨,北风,小于3级转3-4级
2012/12/3,16,11,阴转小雨,北风,小于3级
2012/12/4,16,11,小雨,北风,小于3级
2012/12/5,18,9,多云,北风,小于3级
2012/12/6,21,12,多云转晴,北风,小于3级
2012/12/7,22,12,多云,北风,小于3级
2012/12/8,21,13,多云,北风,小于3级转3-4级
2012/12/9,21,13,多云,北风,小于3级转3-4级
2012/12/10,18,11,多云,北风,小于3级
2012/12/11,18,11,多云,北风,小于3级
2012/12/12,21,13,多云,西北风,小于3级
2012/12/13,23,16,多云,北风,小于3级
2012/12/14,24,16,多云,北风,小于3级
2012/12/15,25,19,多云转阴,北风,小于3级
2012/12/16,22,17,多云,北风,3-4级
2012/12/17,18,12,小雨,北风,3-4级
2012/12/18,14,7,多云,北风,3-4级转小于3级
2012/12/19,17,11,小雨,东南风,小于3级
2012/12/20,22,15,阴,东南风,小于3级
2012/12/21,17,10,小雨,北风,4-5级转3-4级
2012/12/22,13,8,阴转多云,北风,4-5级转3-4级
2012/12/23,14,4,晴,北风,3-4级转小于3级
2012/12/24,18,9,多云,北风,小于3级
2012/12/25,19,10,多云转阴,北风,小于3级
2012/12/26,17,13,小雨转中雨,北风,小于3级
2012/12/27,18,12,小雨转阴,北风,小于3级
2012/12/28,18,8,多云转小雨,北风,小于3级转4-5级
2012/12/29,12,5,阴转多云,北风,4-5级转3-4级
2012/12/30,13,3,晴,北风,3-4级
2012/12/31,15,4,晴,北风,小于3级
2013/1/1,16,7,多云,北风,小于3级
2013/1/2,14,9,阴,北风,小于3级转3-4级
2013/1/3,11,6,阴转多云,北风,3-4级
2013/1/4,13,6,多云,北风,小于3级
2013/1/5,13,5,阴,北风,小于3级
2013/1/6,15,7,阴转多云,北风,小于3级
2013/1/7,15,9,多云转阴,北风,小于3级
2013/1/8,14,9,阴,北风,3-4级
2013/1/9,15,7,多云,北风,小于3级
2013/1/10,15,9,阴,北风,小于3级
2013/1/11,15,10,多云转阴,北风,小于3级
2013/1/12,20,11,阴转晴,北风,小于3级
2013/1/13,18,8,晴,北风,小于3级
2013/1/14,20,8,晴,北风,小于3级
2013/1/15,20,10,晴,北风,小于3级
2013/1/16,18,12,多云,北风,3-4级
2013/1/17,16,8,晴,东北风,小于3级
2013/1/18,18,7,多云转晴,西北风,小于3级
2013/1/19,21,12,多云,北风,小于3级
2013/1/20,21,15,多云,北风,小于3级
2013/1/21,21,16,阴,北风,小于3级
2013/1/22,25,12,多云,北风,小于3级
2013/1/23,23,13,多云,北风,小于3级
2013/1/24,21,13,阴转多云,东北风,小于3级
2013/1/25,21,11,多云转阴,北风,小于3级
2013/1/26,22,12,多云转晴,北风,小于3级
2013/1/27,23,10,晴转多云,北风,小于3级
2013/1/28,22,10,多云转晴,西北风,小于3级
2013/1/29,23,12,晴转多云,北风,小于3级
2013/1/30,23,13,多云,东北风,小于3级
2013/1/31,25,15,多云,南风,小于3级
2013/2/1,25,15,多云转阴,北风,小于3级
2013/2/2,23,17,小雨,南风,小于3级
2013/2/3,23,18,阴转小雨,北风,小于3级
2013/2/4,24,18,小雨,北风,小于3级
2013/2/5,25,18,多云转阴,北风,小于3级
2013/2/6,25,19,阴,东南风,小于3级
2013/2/7,21,10,小雨,东南风,3-4级转4-5级
2013/2/8,13,7,阴,北风,4-5级转3-4级
2013/2/9,17,9,阴转多云,北风,小于3级
2013/2/10,19,12,多云,北风,小于3级
2013/2/11,21,15,阴,北风,小于3级
2013/2/12,20,11,多云,北风,3-4级转小于3级
2013/2/13,22,14,阴,北风,小于3级
2013/2/14,21,15,小雨转阴,北风,小于3级
2013/2/15,23,13,阴转多云,北风,小于3级
2013/2/16,23,14,多云,北风,小于3级
2013/2/17,26,17,阴转多云,东南风,小于3级
2013/2/18,22,13,多云转阴,北风,小于3级转3-4级
2013/2/19,16,12,阴,北风,3-4级
2013/2/20,19,12,多云,北风,小于3级
2013/2/21,22,12,多云,西北风,小于3级转3-4级
2013/2/22,22,11,晴,北风,3-4级转小于3级
2013/2/23,23,13,多云,西北风,小于3级
2013/2/24,23,17,多云,北风,小于3级
2013/2/25,25,19,阴,南风,小于3级
2013/2/26,25,19,阴,南风,小于3级
2013/2/27,25,19,阴,北风,小于3级
2013/2/28,25,20,阴转小雨,东南风,小于3级
2013/3/1,19,12,小雨,东风,3-4级
2013/3/2,17,11,阴转多云,北风,4-5级转3-4级
2013/3/3,19,8,多云转晴,西北风,小于3级
2013/3/4,23,10,晴转多云,北风,小于3级
2013/3/5,25,11,晴,北风,小于3级
2013/3/6,27,11,晴,北风,小于3级
2013/3/7,28,13,晴,北风,小于3级
2013/3/8,28,14,晴,北风,小于3级
2013/3/9,27,13,多云,东南风,小于3级
2013/3/10,28,15,晴,北风,小于3级
2013/3/11,26,16,晴转多云,南风,小于3级
2013/3/12,25,18,阴,东南风,小于3级
2013/3/13,24,16,小雨转阴,西北风,小于3级
2013/3/14,25,18,多云,西风,小于3级
2013/3/15,25,15,多云,北风,小于3级
2013/3/16,26,18,阴,北风,小于3级
2013/3/17,25,19,阴,东南风,小于3级
2013/3/18,26,20,阴转阵雨,西北风,小于3级
2013/3/19,24,21,阵雨转中雨,南风,小于3级
2013/3/20,24,19,阵雨转阴,北风,小于3级
2013/3/21,26,19,多云转阴,东南风,小于3级
2013/3/22,27,20,多云转雷阵雨,东风,小于3级
2013/3/23,25,20,雷阵雨,南风,小于3级
2013/3/24,25,19,多云转雷阵雨,西北风,小于3级
2013/3/25,22,18,中雨转暴雨,东南风,小于3级
2013/3/26,22,17,中雨转阴,北风,小于3级
2013/3/27,24,18,阴转中雨,北风,小于3级
2013/3/28,24,17,阵雨转多云,西南风,小于3级
2013/3/29,22,18,阴转雷阵雨,北风,小于3级
2013/3/30,21,17,暴雨转雷阵雨,东北风,小于3级
2013/3/31,22,18,阴转雷阵雨,北风,小于3级
2013/4/1,22,18,阵雨转中雨,西北风,小于3级
2013/4/2,22,20,大雨转中雨,东北风,小于3级
2013/4/3,21,18,中雨转暴雨,东南风,小于3级
2013/4/4,23,19,大雨转暴雨,东风,小于3级
2013/4/5,21,15,阵雨转多云,西北风,3-4级
2013/4/6,21,14,多云,北风,3-4级转小于3级
2013/4/7,21,15,多云,北风,小于3级
2013/4/8,20,16,中雨转大雨,北风,小于3级
2013/4/9,20,14,雷阵雨转阴,北风,3-4级
2013/4/10,18,14,阵雨,北风,小于3级
2013/4/11,19,13,阵雨转阴,北风,小于3级
2013/4/12,23,16,多云,北风,小于3级
2013/4/13,24,17,阴转多云,北风,小于3级
2013/4/14,28,17,多云,北风,小于3级
2013/4/15,27,18,多云转阴,南风,小于3级
2013/4/16,24,20,雷阵雨,东风,小于3级
2013/4/17,28,22,雷阵雨转阵雨,东风,小于3级
2013/4/18,28,23,雷阵雨,东南风,小于3级
2013/4/19,27,23,中雨转雷阵雨,东南风,小于3级
2013/4/20,25,19,阵雨转多云,西南风,小于3级
2013/4/21,23,18,阴,东南风,3-4级转小于3级
2013/4/22,27,19,阴转多云,东南风,小于3级
2013/4/23,28,21,阴转阵雨,南风,小于3级
2013/4/24,26,22,阵雨转雷阵雨,东南风,小于3级
2013/4/25,23,19,暴雨,北风,小于3级
2013/4/26,24,19,雷阵雨,北风,小于3级
2013/4/27,27,20,多云,东南风,小于3级
2013/4/28,28,22,阵雨,东北风,小于3级
2013/4/29,29,22,雷阵雨转暴雨,北风,小于3级
2013/4/30,26,20,阴转多云,西南风,小于3级
2013/5/1,26,20,多云转阴,东南风,小于3级
2013/5/2,25,19,阴,东南风,小于3级
2013/5/3,26,19,阵雨转阴,东北风,小于3级
2013/5/4,26,18,阴,东风,小于3级
2013/5/5,29,21,多云转阵雨,东风,小于3级
2013/5/6,27,22,多云转阵雨,东北风,小于3级
2013/5/7,28,23,阴转阵雨,东南风,小于3级
2013/5/8,28,23,阵雨,东南风,小于3级
2013/5/9,28,22,中雨转暴雨,东北风,小于3级
2013/5/10,29,21,雷阵雨,南风,小于3级
2013/5/11,31,23,多云,北风,小于3级
2013/5/12,31,23,多云,东南风,小于3级
2013/5/13,30,23,多云转阵雨,东南风,小于3级
2013/5/14,30,24,雷阵雨转大雨,东南风,小于3级
2013/5/15,29,25,大雨转暴雨,南风,小于3级
2013/5/16,31,24,雷阵雨转阴,北风,小于3级
2013/5/17,30,25,雷阵雨,东风,小于3级
2013/5/18,32,26,雷阵雨,南风,小于3级
2013/5/19,30,25,雷阵雨转暴雨,北风,小于3级
2013/5/20,30,25,暴雨,东北风,小于3级
2013/5/21,31,24,暴雨转雷阵雨,东南风,小于3级
2013/5/22,31,24,雷阵雨,北风,小于3级
2013/5/23,32,25,多云转阵雨,东风,小于3级
2013/5/24,29,25,多云转雷阵雨,东南风,小于3级
2013/5/25,29,24,雷阵雨,南风,小于3级
2013/5/26,31,24,暴雨转阵雨,南风,小于3级
2013/5/27,32,26,多云,南风,小于3级
2013/5/28,34,26,多云,东南风,小于3级
2013/5/29,34,26,多云,北风,小于3级
2013/5/30,34,25,多云转雷阵雨,北风,小于3级
2013/5/31,34,25,晴转多云,南风,小于3级
2013/6/1,35,26,晴,南风,小于3级
2013/6/2,32,25,雷阵雨,北风,小于3级
2013/6/3,33,25,雷阵雨,西北风,小于3级
2013/6/4,34,25,雷阵雨,西北风,小于3级
2013/6/5,31,25,雷阵雨,东北风,小于3级
2013/6/6,32,25,雷阵雨,南风,小于3级
2013/6/7,33,26,多云,南风,小于3级
2013/6/8,33,26,阵雨转雷阵雨,东风,小于3级
2013/6/9,30,24,中雨转暴雨,北风,小于3级
2013/6/10,27,22,大雨转阵雨,北风,小于3级
2013/6/11,30,21,多云,北风,小于3级
2013/6/12,32,23,多云,东北风,小于3级
2013/6/13,28,22,中雨转暴雨,东北风,小于3级
2013/6/14,28,23,大雨,东北风,3-4级
2013/6/15,29,25,中雨转阵雨,东风,小于3级
2013/6/16,32,25,阵雨,西北风,小于3级
2013/6/17,33,26,多云转阵雨,北风,小于3级
2013/6/18,35,25,多云,南风,小于3级
2013/6/19,35,25,晴,东北风,小于3级
2013/6/20,35,26,晴,南风,小于3级
2013/6/21,34,26,多云转雷阵雨,东风,小于3级转3-4级
2013/6/22,31,25,阵雨转中雨,东北风,小于3级
2013/6/23,30,25,中雨,东南风,小于3级
2013/6/24,29,25,大雨,东风,小于3级
2013/6/25,33,26,雷阵雨转阵雨,南风,小于3级
2013/6/26,34,27,多云,南风,小于3级
2013/6/27,34,27,晴,南风,小于3级
2013/6/28,34,27,多云,南风,小于3级
2013/6/29,35,27,晴,南风,小于3级
2013/6/30,33,26,多云转雷阵雨,北风,小于3级
2013/7/1,32,25,中雨,东风,3-4级转小于3级
2013/7/2,33,25,阵雨,北风,小于3级
2013/7/3,34,26,晴,南风,小于3级
2013/7/4,34,26,晴,南风,小于3级
2013/7/5,34,26,多云转阵雨,北风,小于3级
2013/7/6,33,25,阵雨转雷阵雨,东南风,小于3级
2013/7/7,32,25,多云转雷阵雨,东南风,小于3级
2013/7/8,33,25,多云,东南风,小于3级
2013/7/9,34,26,晴,东风,小于3级
2013/7/10,33,24,晴,南风,小于3级
2013/7/11,35,25,晴,西北风,小于3级
2013/7/12,35,25,晴转阵雨,东北风,小于3级
2013/7/13,33,26,阵雨转雷阵雨,西南风,小于3级
2013/7/14,32,26,阵雨转雷阵雨,西南风,小于3级
2013/7/15,31,24,中雨,东风,小于3级
2013/7/16,30,24,中雨转大雨,东风,小于3级
2013/7/17,32,24,阵雨转中雨,东北风,小于3级
2013/7/18,33,25,雷阵雨转中雨,北风,小于3级
2013/7/19,31,25,阵雨转大雨,东风,小于3级
2013/7/20,31,24,中雨,东风,小于3级
2013/7/21,32,25,雷阵雨,北风,小于3级
2013/7/22,33,25,多云转雷阵雨,西北风,小于3级
2013/7/23,32,25,阵雨转雷阵雨,西北风,小于3级
2013/7/24,30,24,中雨转暴雨,东风,小于3级
2013/7/25,30,24,中雨转大雨,东风,小于3级
2013/7/26,30,24,大雨转中雨,东南风,小于3级
2013/7/27,31,25,中雨转阵雨,东南风,小于3级
2013/7/28,33,25,阵雨转多云,东风,小于3级
2013/7/29,34,25,晴,北风,小于3级
2013/7/30,34,25,晴,北风,小于3级
2013/7/31,33,25,多云转雷阵雨,北风,小于3级
2013/8/1,31,24,雷阵雨转大雨,北风,小于3级
2013/8/2,30,24,大雨,东风,3-4级转小于3级
2013/8/3,32,25,阵雨转多云,东风,小于3级
2013/8/4,34,25,晴,南风,小于3级
2013/8/5,34,25,晴,东北风,小于3级
2013/8/6,33,25,晴转多云,南风,小于3级
2013/8/7,34,25,晴,东风,小于3级
2013/8/8,34,25,多云转晴,北风,小于3级
2013/8/9,34,25,晴,北风,小于3级
2013/8/10,34,25,晴,东风,小于3级
2013/8/11,34,25,晴,北风,小于3级
2013/8/12,33,25,晴转雷阵雨,北风,小于3级
2013/8/13,29,24,暴雨,东北风,3-4级转5-6级
2013/8/14,28,24,暴雨,东风,4-5级转3-4级
2013/8/15,28,25,暴雨,东南风,3-4级转小于3级
2013/8/16,27,25,暴雨,南风,小于3级
2013/8/17,30,25,暴雨,东南风,小于3级
2013/8/18,32,25,大雨转阵雨,北风,小于3级
2013/8/19,33,25,多云,北风,小于3级
2013/8/20,34,25,多云,北风,小于3级
2013/8/21,31,25,多云转大雨,北风,小于3级
2013/8/22,29,25,暴雨,西北风,小于3级
2013/8/23,30,25,暴雨转大雨,东南风,小于3级
2013/8/24,32,25,雷阵雨,东南风,小于3级
2013/8/25,34,25,多云,北风,小于3级
2013/8/26,34,25,晴,北风,小于3级
2013/8/27,35,24,晴,南风,小于3级
2013/8/28,35,25,晴,南风,小于3级
2013/8/29,33,26,晴转雷阵雨,北风,小于3级
2013/8/30,30,24,大雨,东北风,小于3级
2013/8/31,31,24,阵雨转雷阵雨,北风,小于3级
2013/9/1,32,24,多云,北风,小于3级
2013/9/2,31,24,阴转雷阵雨,东风,小于3级
2013/9/3,29,24,阵雨转大雨,东风,小于3级
2013/9/4,29,24,大雨转雷阵雨,东风,小于3级
2013/9/5,31,24,多云,东风,小于3级
2013/9/6,33,24,晴,北风,小于3级
2013/9/7,33,24,晴,北风,小于3级
2013/9/8,33,24,晴,北风,小于3级
2013/9/9,34,25,晴,南风,小于3级
2013/9/10,34,25,多云,东北风,小于3级
2013/9/11,33,24,多云,北风,小于3级
2013/9/12,32,24,多云转雷阵雨,东北风,小于3级
2013/9/13,33,24,阴转雷阵雨,北风,小于3级
2013/9/14,33,24,多云,北风,小于3级
2013/9/15,33,24,多云转雷阵雨,东南风,小于3级
2013/9/16,33,23,晴,西风,小于3级
2013/9/17,33,23,晴,北风,小于3级
2013/9/18,33,22,晴,北风,小于3级
2013/9/19,34,24,晴,西北风,小于3级
2013/9/20,34,25,晴,西北风,小于3级
2013/9/21,30,25,多云转大雨,北风,小于3级转5-6级
2013/9/22,27,24,暴雨,西北风,6-7级
2013/9/23,31,25,阵雨,东南风,3-4级转小于3级
2013/9/24,30,25,阴转阵雨,北风,小于3级转3-4级
2013/9/25,29,21,多云,北风,3-4级
2013/9/26,28,21,多云,北风,小于3级
2013/9/27,31,21,多云,西北风,小于3级
2013/9/28,30,22,多云,北风,小于3级
2013/9/29,27,22,阵雨,北风,小于3级
2013/9/30,27,22,小雨转阴,北风,小于3级
2013/10/1,31,22,晴,北风,小于3级
2013/10/2,31,21,晴,北风,小于3级
2013/10/3,30,18,晴,北风,小于3级
2013/10/4,30,18,晴,北风,小于3级
2013/10/5,30,18,晴,北风,小于3级
2013/10/6,31,20,晴,北风,小于3级
2013/10/7,29,21,晴转多云,北风,3-4级转小于3级
2013/10/8,28,22,多云转阵雨,北风,小于3级
2013/10/9,31,22,多云,北风,小于3级
2013/10/10,31,21,晴,北风,小于3级
2013/10/11,32,23,晴,西北风,小于3级
2013/10/12,33,23,晴,北风,小于3级
2013/10/13,33,23,晴,西北风,小于3级
2013/10/14,31,22,晴转多云,北风,小于3级
2013/10/15,25,19,多云,西北风,3-4级
2013/10/16,27,19,多云转晴,北风,3-4级
2013/10/17,28,18,多云,北风,小于3级
2013/10/18,28,18,多云,西北风,小于3级
2013/10/19,28,18,晴,北风,小于3级
2013/10/20,28,18,晴,北风,小于3级
2013/10/21,28,18,晴,北风,小于3级
2013/10/22,28,17,晴,北风,小于3级
2013/10/23,28,17,晴,北风,小于3级
2013/10/24,27,17,晴,北风,小于3级
2013/10/25,28,14,晴,西北风,小于3级
2013/10/26,26,13,晴,北风,小于3级
2013/10/27,27,14,晴,北风,小于3级
2013/10/28,27,17,晴,北风,小于3级
2013/10/29,28,18,多云,西北风,小于3级
2013/10/30,29,19,晴,西北风,小于3级
2013/10/31,30,19,晴,北风,小于3级
2013/11/1,29,20,多云,北风,小于3级
2013/11/2,27,22,多云转阵雨,东北风,3-4级转4-5级
2013/11/3,27,21,多云,东北风,3-4级
2013/11/4,27,20,多云,北风,小于3级
2013/11/5,27,19,多云,北风,小于3级
2013/11/6,29,20,多云转晴,北风,小于3级
2013/11/7,29,19,晴,东北风,小于3级
2013/11/8,30,21,晴,北风,小于3级
2013/11/9,27,23,多云转小雨,北风,小于3级
2013/11/10,26,22,小雨转阴,北风,小于3级转3-4级
2013/11/11,27,20,阴转中雨,东南风,小于3级
2013/11/12,20,17,阵雨转阴,北风,3-4级
2013/11/13,22,15,阴转多云,北风,小于3级
2013/11/14,23,15,阴转多云,北风,小于3级
2013/11/15,24,14,晴,西北风,小于3级
2013/11/16,24,13,晴,北风,小于3级
2013/11/17,22,14,多云转晴,北风,3-4级转小于3级
2013/11/18,23,13,多云,北风,小于3级
2013/11/19,20,14,阴,北风,小于3级
2013/11/20,23,14,阴,北风,小于3级
2013/11/21,24,14,多云,北风,小于3级
2013/11/22,25,17,多云,北风,小于3级
2013/11/23,24,17,多云转小雨,北风,小于3级
2013/11/24,21,13,多云转晴,北风,3-4级转小于3级
2013/11/25,21,10,晴,西北风,小于3级
2013/11/26,17,12,多云转小雨,北风,小于3级转3-4级
2013/11/27,16,10,阵雨转多云,北风,3-4级
2013/11/28,19,8,晴,北风,3-4级
2013/11/29,19,5,晴,北风,小于3级
2013/11/30,20,8,晴,西北风,小于3级
2013/12/1,22,8,晴,西北风,小于3级
2013/12/2,23,8,晴,北风,小于3级
2013/12/3,23,8,晴,北风,小于3级
2013/12/4,22,8,晴,北风,小于3级
2013/12/5,23,9,晴,北风,小于3级
2013/12/6,23,9,晴,西北风,小于3级
2013/12/7,23,10,晴,北风,小于3级
2013/12/8,24,13,霾,北风,小于3级
2013/12/9,21,12,晴,北风,小于3级
2013/12/10,19,12,多云,西北风,小于3级
2013/12/11,19,13,多云,北风,小于3级
2013/12/12,16,12,阴转小雨,西北风,小于3级
2013/12/13,16,11,小雨,北风,小于3级
2013/12/14,13,11,大雨转暴雨,北风,小于3级
2013/12/15,13,11,大到暴雨,北风,小于3级
2013/12/16,11,8,大雨转中到大雨,东北风,3-4级
2013/12/17,15,6,多云,北风,小于3级
2013/12/18,15,6,晴,北风,小于3级
2013/12/19,15,5,晴,西风,小于3级
2013/12/20,15,5,晴,北风,小于3级
2013/12/21,16,6,晴,北风,小于3级
2013/12/22,15,5,晴,北风,小于3级
2013/12/23,17,5,晴,北风,小于3级
2013/12/24,17,7,晴,北风,小于3级
2013/12/25,17,7,晴,北风,小于3级
2013/12/26,14,6,晴,北风,3-4级
2013/12/27,15,5,晴,北风,小于3级
2013/12/28,15,4,晴,西北风,小于3级
2013/12/29,15,4,晴,北风,小于3级
2013/12/30,16,4,晴,北风,小于3级
2013/12/31,20,5,晴,西北风,小于3级
2014/1/1,21,6,晴转多云,北风,小于3级
2014/1/2,23,12,多云,北风,小于3级
2014/1/3,20,12,霾,北风,小于3级
2014/1/4,20,8,霾,西北风,小于3级
2014/1/5,21,10,霾,北风,小于3级
2014/1/6,20,10,多云,北风,小于3级
2014/1/7,18,13,小雨,西北风,小于3级
2014/1/8,14,10,阴,北风,3-4级
2014/1/9,17,9,多云,北风,小于3级
2014/1/10,21,11,多云,北风,小于3级
2014/1/11,21,12,多云,西风,小于3级
2014/1/12,21,10,多云转阴,北风,小于3级转3-4级
2014/1/13,15,7,多云,北风,小于3级
2014/1/14,18,5,晴,北风,小于3级
2014/1/15,19,4,晴,北风,小于3级
2014/1/16,20,5,晴,北风,小于3级
2014/1/17,21,8,霾,西北风,小于3级
2014/1/18,21,5,晴,西北风,小于3级
2014/1/19,22,5,晴,北风,小于3级
2014/1/20,21,6,晴,北风,小于3级
2014/1/21,18,5,晴,北风,3-4级
2014/1/22,19,0,晴,北风,小于3级
2014/1/23,20,5,晴,西北风,小于3级
2014/1/24,22,12,多云,北风,小于3级
2014/1/25,22,15,阴,北风,小于3级
